epoch,train_loss,train_precision,train_recall,train_f1,train_accuracy,val_loss,val_precision,val_recall,val_f1,val_accuracy,optimal_threshold,learning_rate,epoch_time
0,0.08684303432992982,0.08862745098039215,0.017082388510959938,0.02864385297845374,0.8946746375317803,0.05509889245066159,0.0,0.0,0.0,0.9609008013263333,0.5,0.000723606797749979,178.39420366287231
1,0.08094098468670718,0.24,0.0018140589569160999,0.003600900225056264,0.9087335944478802,0.05165868310903345,0.0,0.0,0.0,0.9609008013263333,0.5,0.0005236067977499791,178.96121168136597
2,0.07993607097710814,0.12096774193548387,0.0022675736961451248,0.004451699065143196,0.9077990792276507,0.059559290747571464,0.05,0.00530035335689046,0.009584664536741214,0.9571704890853827,0.5,0.0002763932022500211,177.8614501953125
3,0.07862008798854359,0.10520902771164652,0.8350718065003779,0.1868741542625169,0.3393527107812822,0.052304095467326395,0.04173646007816862,0.5282685512367491,0.07736093143596377,0.5073224647692732,0.30000000000000004,7.639320225002106e-05,179.6488058567047
4,0.07666111264210734,0.2329333884981382,0.08510959939531368,0.12466784765279008,0.8913488627774342,0.05562268243588622,0.04509283819628647,0.030035335689045935,0.036055143160127257,0.9372064106106659,0.45000000000000007,0.0008,178.59242177009583
5,0.08031840195179825,0.09267987071236349,0.9839758125472411,0.16940374255003512,0.12282003710575139,0.04953393201131957,0.03966386554621849,0.6254416961130742,0.07459698661890211,0.39327162199502624,0.20000000000000004,0.0007804226065180615,176.7675907611847
6,0.07926867201943982,0.2089041095890411,0.027664399092970523,0.048858630356427714,0.9020820449391878,0.05453887219164545,0.05,0.0017667844522968198,0.0034129692832764505,0.9596573639126831,0.5000000000000001,0.000723606797749979,178.74681544303894
7,0.07745095809205724,0.4782608695652174,0.0016628873771730914,0.0033142512805061767,0.9090771662200233,0.06040233344859371,0.16666666666666666,0.0017667844522968198,0.0034965034965034965,0.9606244819010776,0.7000000000000002,0.0006351141009169893,173.88832306861877
8,0.07547460326707038,0.42196531791907516,0.022071050642479214,0.04194799597758943,0.9083487940630798,0.05836597101035102,0.058823529411764705,0.007067137809187279,0.012618296529968454,0.9567560099474993,0.6000000000000002,0.0005236067977499791,173.86043119430542
9,0.07195664480391631,0.5574572127139364,0.034467120181405894,0.06492027334851937,0.9097368240225383,0.0617576413489796,0.0847457627118644,0.0088339222614841,0.016,0.9575158883669522,0.6500000000000001,0.0004,173.80637669563293
